Time_s,N_Numerical,N_Analytical,Error_Absolute,Error_Relative_Percent
122229.6480,7.730918e+14,7.737825e+14,6.906537e+11,0.089257
125533.1520,7.677332e+14,7.684376e+14,7.044119e+11,0.091668
128836.6560,7.624117e+14,7.631296e+14,7.179466e+11,0.094079
132140.1600,7.571270e+14,7.578583e+14,7.312603e+11,0.096490
135443.6640,7.518790e+14,7.526234e+14,7.443554e+11,0.098901
138747.1680,7.466674e+14,7.474246e+14,7.572342e+11,0.101312
142050.6720,7.414919e+14,7.422618e+14,7.698992e+11,0.103723
145354.1760,7.363523e+14,7.371346e+14,7.823526e+11,0.106134
148657.6800,7.312483e+14,7.320428e+14,7.945968e+11,0.108545
151961.1840,7.261796e+14,7.269863e+14,8.066341e+11,0.110956
155264.6880,7.211461e+14,7.219646e+14,8.184668e+11,0.113367
158568.1920,7.161475e+14,7.169776e+14,8.300972e+11,0.115777
161871.6960,7.111836e+14,7.120251e+14,8.415273e+11,0.118188
165175.2000,7.062540e+14,7.071068e+14,8.527596e+11,0.120598
168478.7040,7.013586e+14,7.022224e+14,8.637961e+11,0.123009
171782.2080,6.964972e+14,6.973718e+14,8.746391e+11,0.125419
175085.7120,6.916694e+14,6.925547e+14,8.852906e+11,0.127830
178389.2160,6.868752e+14,6.877709e+14,8.957529e+11,0.130240
181692.7200,6.821141e+14,6.830201e+14,9.060280e+11,0.132650
184996.2240,6.773860e+14,6.783022e+14,9.161180e+11,0.135060
188299.7280,6.726908e+14,6.736168e+14,9.260249e+11,0.137471
191603.2320,6.680280e+14,6.689638e+14,9.357510e+11,0.139881
194906.7360,6.633976e+14,6.643429e+14,9.452981e+11,0.142291
198210.2400,6.587993e+14,6.597540e+14,9.546682e+11,0.144701
201513.7440,6.542328e+14,6.551967e+14,9.638634e+11,0.147111
204817.2480,6.496980e+14,6.506709e+14,9.728857e+11,0.149520
208120.7520,6.451947e+14,6.461764e+14,9.817370e+11,0.151930
211424.2560,6.407225e+14,6.417129e+14,9.904192e+11,0.154340
214727.7600,6.362814e+14,6.372803e+14,9.989342e+11,0.156750
218031.2640,6.318710e+14,6.328783e+14,1.007284e+12,0.159159
221334.7680,6.274912e+14,6.285067e+14,1.015470e+12,0.161569
224638.2720,6.231418e+14,6.241653e+14,1.023495e+12,0.163978
227941.7760,6.188225e+14,6.198538e+14,1.031360e+12,0.166388
231245.2800,6.145331e+14,6.155722e+14,1.039068e+12,0.168797
234548.7840,6.102735e+14,6.113201e+14,1.046619e+12,0.171206
237852.2880,6.060434e+14,6.070974e+14,1.054016e+12,0.173616
241155.7920,6.018427e+14,6.029039e+14,1.061261e+12,0.176025
244459.2960,5.976710e+14,5.987394e+14,1.068354e+12,0.178434
247762.8000,5.935283e+14,5.946036e+14,1.075299e+12,0.180843
251066.3040,5.894142e+14,5.904963e+14,1.082097e+12,0.183252
254369.8080,5.853287e+14,5.864175e+14,1.088749e+12,0.185661
257673.3120,5.812715e+14,5.823668e+14,1.095257e+12,0.188070
260976.8160,5.772425e+14,5.783441e+14,1.101623e+12,0.190479
264280.3200,5.732413e+14,5.743492e+14,1.107849e+12,0.192888
267583.8240,5.692679e+14,5.703819e+14,1.113935e+12,0.195296
270887.3280,5.653221e+14,5.664419e+14,1.119884e+12,0.197705
274190.8320,5.614035e+14,5.625292e+14,1.125698e+12,0.200114
277494.3360,5.575122e+14,5.586436e+14,1.131378e+12,0.202522
280797.8400,5.536478e+14,5.547847e+14,1.136925e+12,0.204931
284101.3440,5.498102e+14,5.509526e+14,1.142341e+12,0.207339
287404.8480,5.459992e+14,5.471469e+14,1.147627e+12,0.209748
290708.3520,5.422146e+14,5.433674e+14,1.152786e+12,0.212156
294011.8560,5.384563e+14,5.396141e+14,1.157819e+12,0.214564
297315.3600,5.347240e+14,5.358867e+14,1.162726e+12,0.216972
300618.8640,5.310176e+14,5.321851e+14,1.167511e+12,0.219381
303922.3680,5.273368e+14,5.285090e+14,1.172173e+12,0.221789
307225.8720,5.236816e+14,5.248583e+14,1.176715e+12,0.224197
310529.3760,5.200517e+14,5.212329e+14,1.181138e+12,0.226605
313832.8800,5.164470e+14,5.176325e+14,1.185444e+12,0.229013
317136.3840,5.128673e+14,5.140569e+14,1.189633e+12,0.231421
320439.8880,5.093124e+14,5.105061e+14,1.193708e+12,0.233828
323743.3920,5.057821e+14,5.069797e+14,1.197669e+12,0.236236
327046.8960,5.022763e+14,5.034778e+14,1.201518e+12,0.238644
330350.4000,4.987947e+14,5.000000e+14,1.205257e+12,0.241051
333653.9040,4.953374e+14,4.965462e+14,1.208886e+12,0.243459
336957.4080,4.919039e+14,4.931164e+14,1.212408e+12,0.245866
340260.9120,4.884943e+14,4.897101e+14,1.215823e+12,0.248274
343564.4160,4.851083e+14,4.863275e+14,1.219132e+12,0.250681
346867.9200,4.817458e+14,4.829682e+14,1.222338e+12,0.253089
350171.4240,4.784066e+14,4.796321e+14,1.225441e+12,0.255496
353474.9280,4.750906e+14,4.763190e+14,1.228442e+12,0.257903
356778.4320,4.717975e+14,4.730288e+14,1.231343e+12,0.260310
360081.9360,4.685272e+14,4.697614e+14,1.234145e+12,0.262717
363385.4400,4.652796e+14,4.665165e+14,1.236850e+12,0.265125
366688.9440,4.620546e+14,4.632940e+14,1.239458e+12,0.267532
369992.4480,4.588519e+14,4.600938e+14,1.241970e+12,0.269938
373295.9520,4.556713e+14,4.569157e+14,1.244389e+12,0.272345
376599.4560,4.525129e+14,4.537596e+14,1.246714e+12,0.274752
379902.9600,4.493763e+14,4.506252e+14,1.248948e+12,0.277159
383206.4640,4.462614e+14,4.475125e+14,1.251091e+12,0.279566
386509.9680,4.431682e+14,4.444213e+14,1.253145e+12,0.281972
389813.4720,4.400964e+14,4.413515e+14,1.255111e+12,0.284379
393116.9760,4.370459e+14,4.383029e+14,1.256989e+12,0.286785
396420.4800,4.340165e+14,4.352753e+14,1.258781e+12,0.289192
399723.9840,4.310081e+14,4.322686e+14,1.260488e+12,0.291598
403027.4880,4.280206e+14,4.292827e+14,1.262111e+12,0.294005
406330.9920,4.250538e+14,4.263174e+14,1.263652e+12,0.296411
409634.4960,4.221075e+14,4.233727e+14,1.265110e+12,0.298817
412938.0000,4.191817e+14,4.204482e+14,1.266488e+12,0.301223
416241.5040,4.162762e+14,4.175440e+14,1.267787e+12,0.303630
419545.0080,4.133908e+14,4.146598e+14,1.269006e+12,0.306036
422848.5120,4.105254e+14,4.117955e+14,1.270149e+12,0.308442
426152.0160,4.076798e+14,4.089510e+14,1.271214e+12,0.310848
429455.5200,4.048540e+14,4.061262e+14,1.272204e+12,0.313253
432759.0240,4.020478e+14,4.033209e+14,1.273120e+12,0.315659
436062.5280,3.992610e+14,4.005349e+14,1.273962e+12,0.318065
439366.0320,3.964935e+14,3.977682e+14,1.274731e+12,0.320471
442669.5360,3.937452e+14,3.950207e+14,1.275429e+12,0.322876
445973.0400,3.910160e+14,3.922920e+14,1.276056e+12,0.325282
449276.5440,3.883057e+14,3.895823e+14,1.276613e+12,0.327688
452580.0480,3.856141e+14,3.868912e+14,1.277101e+12,0.330093
455883.5520,3.829413e+14,3.842188e+14,1.277522e+12,0.332498
459187.0560,3.802869e+14,3.815648e+14,1.277875e+12,0.334904
462490.5600,3.776510e+14,3.789291e+14,1.278163e+12,0.337309
465794.0640,3.750333e+14,3.763117e+14,1.278385e+12,0.339714
469097.5680,3.724338e+14,3.737123e+14,1.278543e+12,0.342120
472401.0720,3.698523e+14,3.711309e+14,1.278638e+12,0.344525
475704.5760,3.672886e+14,3.685673e+14,1.278670e+12,0.346930
479008.0800,3.647428e+14,3.660214e+14,1.278640e+12,0.349335
482311.5840,3.622146e+14,3.634931e+14,1.278550e+12,0.351740
485615.0880,3.597039e+14,3.609823e+14,1.278400e+12,0.354145
488918.5920,3.572106e+14,3.584888e+14,1.278190e+12,0.356550
492222.0960,3.547346e+14,3.560125e+14,1.277923e+12,0.358954
495525.6000,3.522758e+14,3.535534e+14,1.277597e+12,0.361359
498829.1040,3.498340e+14,3.511112e+14,1.277215e+12,0.363764
502132.6080,3.474091e+14,3.486859e+14,1.276778e+12,0.366168
505436.1120,3.450011e+14,3.462774e+14,1.276285e+12,0.368573
508739.6160,3.426097e+14,3.438855e+14,1.275738e+12,0.370977
512043.1200,3.402349e+14,3.415101e+14,1.275137e+12,0.373382
515346.6240,3.378766e+14,3.391511e+14,1.274483e+12,0.375786
518650.1280,3.355346e+14,3.368084e+14,1.273778e+12,0.378191
521953.6320,3.332089e+14,3.344819e+14,1.273021e+12,0.380595
525257.1360,3.308992e+14,3.321715e+14,1.272214e+12,0.382999
528560.6400,3.286056e+14,3.298770e+14,1.271357e+12,0.385403
531864.1440,3.263279e+14,3.275984e+14,1.270450e+12,0.387807
535167.6480,3.240660e+14,3.253355e+14,1.269496e+12,0.390211
538471.1520,3.218197e+14,3.230882e+14,1.268494e+12,0.392615
541774.6560,3.195890e+14,3.208565e+14,1.267445e+12,0.395019
545078.1600,3.173738e+14,3.186402e+14,1.266350e+12,0.397423
548381.6640,3.151739e+14,3.164391e+14,1.265209e+12,0.399827
551685.1680,3.129893e+14,3.142533e+14,1.264023e+12,0.402231
554988.6720,3.108198e+14,3.120826e+14,1.262794e+12,0.404634
558292.1760,3.086654e+14,3.099269e+14,1.261520e+12,0.407038
561595.6800,3.065259e+14,3.077861e+14,1.260204e+12,0.409442
564899.1840,3.044012e+14,3.056601e+14,1.258846e+12,0.411845
568202.6880,3.022913e+14,3.035487e+14,1.257446e+12,0.414249
571506.1920,3.001960e+14,3.014520e+14,1.256005e+12,0.416652
574809.6960,2.981152e+14,2.993697e+14,1.254524e+12,0.419055
578113.2000,2.960488e+14,2.973018e+14,1.253004e+12,0.421459
581416.7040,2.939967e+14,2.952482e+14,1.251444e+12,0.423862
584720.2080,2.919589e+14,2.932087e+14,1.249846e+12,0.426265
588023.7120,2.899352e+14,2.911834e+14,1.248210e+12,0.428668
591327.2160,2.879255e+14,2.891720e+14,1.246537e+12,0.431071
594630.7200,2.859298e+14,2.871746e+14,1.244827e+12,0.433474
597934.2240,2.839478e+14,2.851909e+14,1.243082e+12,0.435877
601237.7280,2.819797e+14,2.832210e+14,1.241301e+12,0.438280
604541.2320,2.800251e+14,2.812646e+14,1.239485e+12,0.440683
607844.7360,2.780842e+14,2.793218e+14,1.237634e+12,0.443085
611148.2400,2.761566e+14,2.773924e+14,1.235750e+12,0.445488
614451.7440,2.742424e+14,2.754763e+14,1.233833e+12,0.447891
617755.2480,2.723415e+14,2.735734e+14,1.231883e+12,0.450293
621058.7520,2.704538e+14,2.716837e+14,1.229901e+12,0.452696
624362.2560,2.685792e+14,2.698071e+14,1.227888e+12,0.455098
627665.7600,2.667175e+14,2.679434e+14,1.225843e+12,0.457501
630969.2640,2.648688e+14,2.660925e+14,1.223768e+12,0.459903
634272.7680,2.630328e+14,2.642545e+14,1.221663e+12,0.462305
637576.2720,2.612096e+14,2.624292e+14,1.219529e+12,0.464708
640879.7760,2.593991e+14,2.606164e+14,1.217365e+12,0.467110
644183.2800,2.576011e+14,2.588162e+14,1.215173e+12,0.469512
647486.7840,2.558155e+14,2.570285e+14,1.212953e+12,0.471914
650790.2880,2.540423e+14,2.552530e+14,1.210706e+12,0.474316
654093.7920,2.522814e+14,2.534899e+14,1.208432e+12,0.476718
657397.2960,2.505328e+14,2.517389e+14,1.206131e+12,0.479120
660700.8000,2.487962e+14,2.500000e+14,1.203804e+12,0.481522
664004.3040,2.470717e+14,2.482731e+14,1.201452e+12,0.483924
667307.8080,2.453591e+14,2.465582e+14,1.199075e+12,0.486325
670611.3120,2.436584e+14,2.448551e+14,1.196673e+12,0.488727
673914.8160,2.419695e+14,2.431637e+14,1.194246e+12,0.491128
677218.3200,2.402923e+14,2.414841e+14,1.191796e+12,0.493530
680521.8240,2.386267e+14,2.398160e+14,1.189323e+12,0.495932
683825.3280,2.369727e+14,2.381595e+14,1.186827e+12,0.498333
687128.8320,2.353301e+14,2.365144e+14,1.184309e+12,0.500734
690432.3360,2.336989e+14,2.348807e+14,1.181768e+12,0.503136
693735.8400,2.320790e+14,2.332582e+14,1.179206e+12,0.505537
697039.3440,2.304704e+14,2.316470e+14,1.176623e+12,0.507938
700342.8480,2.288729e+14,2.300469e+14,1.174020e+12,0.510339
703646.3520,2.272865e+14,2.284579e+14,1.171395e+12,0.512740
706949.8560,2.257110e+14,2.268798e+14,1.168751e+12,0.515141
710253.3600,2.241465e+14,2.253126e+14,1.166088e+12,0.517542
713556.8640,2.225929e+14,2.237563e+14,1.163405e+12,0.519943
716860.3680,2.210500e+14,2.222107e+14,1.160704e+12,0.522344
720163.8720,2.195178e+14,2.206757e+14,1.157985e+12,0.524745
723467.3760,2.179962e+14,2.191514e+14,1.155247e+12,0.527146
726770.8800,2.164851e+14,2.176376e+14,1.152492e+12,0.529546
730074.3840,2.149846e+14,2.161343e+14,1.149720e+12,0.531947
733377.8880,2.134944e+14,2.146414e+14,1.146930e+12,0.534347
736681.3920,2.120146e+14,2.131587e+14,1.144125e+12,0.536748
739984.8960,2.105450e+14,2.116863e+14,1.141303e+12,0.539148
743288.4000,2.090856e+14,2.102241e+14,1.138466e+12,0.541549
746591.9040,2.076364e+14,2.087720e+14,1.135613e+12,0.543949
749895.4080,2.061971e+14,2.073299e+14,1.132745e+12,0.546349
753198.9120,2.047679e+14,2.058978e+14,1.129863e+12,0.548749
756502.4160,2.033485e+14,2.044755e+14,1.126966e+12,0.551150
759805.9200,2.019390e+14,2.030631e+14,1.124055e+12,0.553550
763109.4240,2.005393e+14,2.016604e+14,1.121131e+12,0.555950
766412.9280,1.991493e+14,2.002675e+14,1.118193e+12,0.558350
769716.4320,1.977689e+14,1.988841e+14,1.115242e+12,0.560750
773019.9360,1.963980e+14,1.975103e+14,1.112278e+12,0.563150
776323.4400,1.950367e+14,1.961460e+14,1.109303e+12,0.565549
779626.9440,1.936848e+14,1.947911e+14,1.106315e+12,0.567949
782930.4480,1.923423e+14,1.934456e+14,1.103315e+12,0.570349
786233.9520,1.910091e+14,1.921094e+14,1.100304e+12,0.572748
789537.4560,1.896851e+14,1.907824e+14,1.097281e+12,0.575148
792840.9600,1.883703e+14,1.894646e+14,1.094248e+12,0.577547
796144.4640,1.870646e+14,1.881558e+14,1.091204e+12,0.579947
799447.9680,1.857680e+14,1.868562e+14,1.088150e+12,0.582346
802751.4720,1.844804e+14,1.855654e+14,1.085086e+12,0.584746
806054.9760,1.832016e+14,1.842837e+14,1.082012e+12,0.587145
809358.4800,1.819318e+14,1.830107e+14,1.078929e+12,0.589544
812661.9840,1.806707e+14,1.817466e+14,1.075837e+12,0.591943
815965.4880,1.794184e+14,1.804911e+14,1.072736e+12,0.594342
819268.9920,1.781748e+14,1.792444e+14,1.069626e+12,0.596742
822572.4960,1.769398e+14,1.780063e+14,1.066508e+12,0.599141
825876.0000,1.757133e+14,1.767767e+14,1.063382e+12,0.601539
829179.5040,1.744954e+14,1.755556e+14,1.060248e+12,0.603938
832483.0080,1.732859e+14,1.743430e+14,1.057106e+12,0.606337
835786.5120,1.720847e+14,1.731387e+14,1.053957e+12,0.608736
839090.0160,1.708919e+14,1.719427e+14,1.050802e+12,0.611135
842393.5200,1.697074e+14,1.707550e+14,1.047639e+12,0.613533
845697.0240,1.685311e+14,1.695755e+14,1.044470e+12,0.615932
849000.5280,1.673629e+14,1.684042e+14,1.041294e+12,0.618330
852304.0320,1.662028e+14,1.672409e+14,1.038113e+12,0.620729
855607.5360,1.650508e+14,1.660857e+14,1.034925e+12,0.623127
858911.0400,1.639068e+14,1.649385e+14,1.031732e+12,0.625526
862214.5440,1.627706e+14,1.637992e+14,1.028534e+12,0.627924
865518.0480,1.616424e+14,1.626677e+14,1.025331e+12,0.630322
868821.5520,1.605220e+14,1.615441e+14,1.022122e+12,0.632720
872125.0560,1.594093e+14,1.604282e+14,1.018909e+12,0.635118
875428.5600,1.583044e+14,1.593201e+14,1.015692e+12,0.637517
878732.0640,1.572071e+14,1.582196e+14,1.012470e+12,0.639915
882035.5680,1.561174e+14,1.571267e+14,1.009244e+12,0.642312
885339.0720,1.550353e+14,1.560413e+14,1.006015e+12,0.644710
888642.5760,1.539607e+14,1.549635e+14,1.002781e+12,0.647108
891946.0800,1.528935e+14,1.538931e+14,9.995446e+11,0.649506
895249.5840,1.518337e+14,1.528300e+14,9.963047e+11,0.651904
898553.0880,1.507813e+14,1.517744e+14,9.930617e+11,0.654301
901856.5920,1.497362e+14,1.507260e+14,9.898160e+11,0.656699
905160.0960,1.486983e+14,1.496848e+14,9.865676e+11,0.659097
908463.6000,1.476676e+14,1.486509e+14,9.833167e+11,0.661494
911767.1040,1.466440e+14,1.476241e+14,9.800636e+11,0.663891
915070.6080,1.456276e+14,1.466044e+14,9.768085e+11,0.666289
918374.1120,1.446181e+14,1.455917e+14,9.735515e+11,0.668686
921677.6160,1.436157e+14,1.445860e+14,9.702928e+11,0.671083
924981.1200,1.426203e+14,1.435873e+14,9.670325e+11,0.673481
928284.6240,1.416317e+14,1.425955e+14,9.637710e+11,0.675878
931588.1280,1.406500e+14,1.416105e+14,9.605082e+11,0.678275
934891.6320,1.396751e+14,1.406323e+14,9.572445e+11,0.680672
938195.1360,1.387069e+14,1.396609e+14,9.539800e+11,0.683069
941498.6400,1.377455e+14,1.386962e+14,9.507148e+11,0.685466
944802.1440,1.367907e+14,1.377381e+14,9.474491e+11,0.687863
948105.6480,1.358425e+14,1.367867e+14,9.441831e+11,0.690259
951409.1520,1.349009e+14,1.358419e+14,9.409169e+11,0.692656
954712.6560,1.339659e+14,1.349035e+14,9.376507e+11,0.695053
958016.1600,1.330373e+14,1.339717e+14,9.343847e+11,0.697449
961319.6640,1.321152e+14,1.330463e+14,9.311190e+11,0.699846
964623.1680,1.311994e+14,1.321273e+14,9.278537e+11,0.702242
967926.6720,1.302900e+14,1.312146e+14,9.245890e+11,0.704639
971230.1760,1.293869e+14,1.303082e+14,9.213251e+11,0.707035
974533.6800,1.284901e+14,1.294081e+14,9.180621e+11,0.709432
977837.1840,1.275994e+14,1.285142e+14,9.148001e+11,0.711828
981140.6880,1.267150e+14,1.276265e+14,9.115394e+11,0.714224
984444.1920,1.258367e+14,1.267449e+14,9.082799e+11,0.716620
987747.6960,1.249644e+14,1.258694e+14,9.050219e+11,0.719016
991051.2000,1.240982e+14,1.250000e+14,9.017655e+11,0.721412
994354.7040,1.232381e+14,1.241366e+14,8.985109e+11,0.723808
997658.2080,1.223838e+14,1.232791e+14,8.952581e+11,0.726204
1000961.7120,1.215355e+14,1.224275e+14,8.920073e+11,0.728600
1004265.2160,1.206931e+14,1.215819e+14,8.887586e+11,0.730996
1007568.7200,1.198565e+14,1.207420e+14,8.855122e+11,0.733392
1010872.2240,1.190257e+14,1.199080e+14,8.822681e+11,0.735787
1014175.7280,1.182007e+14,1.190797e+14,8.790266e+11,0.738183
1017479.2320,1.173814e+14,1.182572e+14,8.757876e+11,0.740579
1020782.7360,1.165678e+14,1.174403e+14,8.725514e+11,0.742974
1024086.2400,1.157598e+14,1.166291e+14,8.693181e+11,0.745370
1027389.7440,1.149574e+14,1.158235e+14,8.660877e+11,0.747765
1030693.2480,1.141606e+14,1.150235e+14,8.628604e+11,0.750160
1033996.7520,1.133693e+14,1.142289e+14,8.596363e+11,0.752556
1037300.2560,1.125835e+14,1.134399e+14,8.564155e+11,0.754951
1040603.7600,1.118031e+14,1.126563e+14,8.531982e+11,0.757346
1043907.2640,1.110281e+14,1.118781e+14,8.499843e+11,0.759741
1047210.7680,1.102586e+14,1.111053e+14,8.467741e+11,0.762136
1050514.2720,1.094943e+14,1.103379e+14,8.435676e+11,0.764531
1053817.7760,1.087354e+14,1.095757e+14,8.403649e+11,0.766926
1057121.2800,1.079817e+14,1.088188e+14,8.371662e+11,0.769321
1060424.7840,1.072332e+14,1.080672e+14,8.339715e+11,0.771716
1063728.2880,1.064899e+14,1.073207e+14,8.307809e+11,0.774111
1067031.7920,1.057518e+14,1.065794e+14,8.275945e+11,0.776505
1070335.2960,1.050188e+14,1.058432e+14,8.244125e+11,0.778900
1073638.8000,1.042908e+14,1.051121e+14,8.212349e+11,0.781295
1076942.3040,1.035679e+14,1.043860e+14,8.180617e+11,0.783689
1080245.8080,1.028501e+14,1.036649e+14,8.148932e+11,0.786084
1083549.3120,1.021371e+14,1.029489e+14,8.117294e+11,0.788478
1086852.8160,1.014292e+14,1.022378e+14,8.085703e+11,0.790872
1090156.3200,1.007261e+14,1.015315e+14,8.054161e+11,0.793267
1093459.8240,1.000280e+14,1.008302e+14,8.022668e+11,0.795661
1096763.3280,9.933461e+13,1.001337e+14,7.991225e+11,0.798055
1100066.8320,9.864608e+13,9.944206e+13,7.959833e+11,0.800449
1103370.3360,9.796231e+13,9.875516e+13,7.928494e+11,0.802843
1106673.8400,9.728329e+13,9.807301e+13,7.897206e+11,0.805237
1109977.3440,9.660898e+13,9.739557e+13,7.865973e+11,0.807631
1113280.8480,9.593933e+13,9.672281e+13,7.834793e+11,0.810025
1116584.3520,9.527433e+13,9.605470e+13,7.803668e+11,0.812419
1119887.8560,9.461394e+13,9.539120e+13,7.772599e+11,0.814813
1123191.3600,9.395813e+13,9.473229e+13,7.741586e+11,0.817207
1126494.8640,9.330686e+13,9.407792e+13,7.710630e+11,0.819600
1129798.3680,9.266010e+13,9.342808e+13,7.679732e+11,0.821994
1133101.8720,9.201783e+13,9.278272e+13,7.648892e+11,0.824388
1136405.3760,9.138001e+13,9.214183e+13,7.618111e+11,0.826781
1139708.8800,9.074662e+13,9.150536e+13,7.587391e+11,0.829174
1143012.3840,9.011761e+13,9.087328e+13,7.556730e+11,0.831568
1146315.8880,8.949296e+13,9.024557e+13,7.526131e+11,0.833961
1149619.3920,8.887264e+13,8.962220e+13,7.495593e+11,0.836354
1152922.8960,8.825663e+13,8.900314e+13,7.465117e+11,0.838748
1156226.4000,8.764488e+13,8.838835e+13,7.434705e+11,0.841141
1159529.9040,8.703737e+13,8.777780e+13,7.404356e+11,0.843534
1162833.4080,8.643407e+13,8.717148e+13,7.374070e+11,0.845927
1166136.9120,8.583496e+13,8.656934e+13,7.343850e+11,0.848320
1169440.4160,8.523999e+13,8.597136e+13,7.313694e+11,0.850713
1172743.9200,8.464916e+13,8.537752e+13,7.283605e+11,0.853106
1176047.4240,8.406241e+13,8.478777e+13,7.253581e+11,0.855499
1179350.9280,8.347974e+13,8.420210e+13,7.223625e+11,0.857891
1182654.4320,8.290110e+13,8.362047e+13,7.193735e+11,0.860284
1185957.9360,8.232647e+13,8.304286e+13,7.163913e+11,0.862677
1189261.4400,8.175583e+13,8.246924e+13,7.134160e+11,0.865069
1192564.9440,8.118914e+13,8.189959e+13,7.104475e+11,0.867462
1195868.4480,8.062638e+13,8.133387e+13,7.074860e+11,0.869854
1199171.9520,8.006752e+13,8.077205e+13,7.045314e+11,0.872247
1202475.4560,7.951253e+13,8.021412e+13,7.015839e+11,0.874639
1205778.9600,7.896140e+13,7.966004e+13,6.986434e+11,0.877031
1209082.4640,7.841408e+13,7.910979e+13,6.957100e+11,0.879423
1212385.9680,7.787055e+13,7.856334e+13,6.927837e+11,0.881816
1215689.4720,7.733079e+13,7.802066e+13,6.898647e+11,0.884208
1218992.9760,7.679478e+13,7.748173e+13,6.869528e+11,0.886600
1222296.4800,7.626248e+13,7.694653e+13,6.840483e+11,0.888992
1225599.9840,7.573387e+13,7.641502e+13,6.811510e+11,0.891384
1228903.4880,7.520892e+13,7.588718e+13,6.782611e+11,0.893776
1232206.9920,7.468761e+13,7.536299e+13,6.753785e+11,0.896167
1235510.4960,7.416992e+13,7.484242e+13,6.725034e+11,0.898559
1238814.0000,7.365581e+13,7.432544e+13,6.696357e+11,0.900951
1242117.5040,7.314527e+13,7.381204e+13,6.667756e+11,0.903343
1245421.0080,7.263826e+13,7.330218e+13,6.639229e+11,0.905734
1248724.5120,7.213477e+13,7.279585e+13,6.610778e+11,0.908126
1252028.0160,7.163477e+13,7.229301e+13,6.582402e+11,0.910517
1255331.5200,7.113824e+13,7.179365e+13,6.554103e+11,0.912909
1258635.0240,7.064514e+13,7.129773e+13,6.525881e+11,0.915300
1261938.5280,7.015547e+13,7.080524e+13,6.497735e+11,0.917691
1265242.0320,6.966919e+13,7.031616e+13,6.469666e+11,0.920082
1268545.5360,6.918628e+13,6.983045e+13,6.441675e+11,0.922474
1271849.0400,6.870672e+13,6.934809e+13,6.413761e+11,0.924865
1275152.5440,6.823048e+13,6.886907e+13,6.385925e+11,0.927256
1278456.0480,6.775754e+13,6.839336e+13,6.358167e+11,0.929647
1281759.5520,6.728788e+13,6.792093e+13,6.330488e+11,0.932038
1285063.0560,6.682148e+13,6.745176e+13,6.302887e+11,0.934429
1288366.5600,6.635830e+13,6.698584e+13,6.275365e+11,0.936820
1291670.0640,6.589834e+13,6.652314e+13,6.247922e+11,0.939210
1294973.5680,6.544157e+13,6.606363e+13,6.220558e+11,0.941601
1298277.0720,6.498797e+13,6.560729e+13,6.193274e+11,0.943992
1301580.5760,6.453750e+13,6.515411e+13,6.166070e+11,0.946382
