Time_s,N_Numerical,N_Analytical,Error_Absolute,Error_Relative_Percent
655745.5440,2.520099e+14,2.526129e+14,6.029662e+11,0.238692
657397.2960,2.511365e+14,2.517389e+14,6.023918e+11,0.239292
659049.0480,2.502661e+14,2.508679e+14,6.018142e+11,0.239893
660700.8000,2.493988e+14,2.500000e+14,6.012334e+11,0.240493
662352.5520,2.485344e+14,2.491351e+14,6.006493e+11,0.241094
664004.3040,2.476731e+14,2.482731e+14,6.000621e+11,0.241694
665656.0560,2.468147e+14,2.474142e+14,5.994718e+11,0.242295
667307.8080,2.459593e+14,2.465582e+14,5.988784e+11,0.242895
668959.5600,2.451069e+14,2.457051e+14,5.982818e+11,0.243496
670611.3120,2.442574e+14,2.448551e+14,5.976823e+11,0.244096
672263.0640,2.434109e+14,2.440079e+14,5.970797e+11,0.244697
673914.8160,2.425673e+14,2.431637e+14,5.964741e+11,0.245297
675566.5680,2.417266e+14,2.423225e+14,5.958656e+11,0.245898
677218.3200,2.408888e+14,2.414841e+14,5.952541e+11,0.246498
678870.0720,2.400540e+14,2.406486e+14,5.946397e+11,0.247099
680521.8240,2.392220e+14,2.398160e+14,5.940224e+11,0.247699
682173.5760,2.383929e+14,2.389863e+14,5.934023e+11,0.248300
683825.3280,2.375667e+14,2.381595e+14,5.927793e+11,0.248900
685477.0800,2.367434e+14,2.373355e+14,5.921535e+11,0.249501
687128.8320,2.359229e+14,2.365144e+14,5.915250e+11,0.250101
688780.5840,2.351052e+14,2.356961e+14,5.908937e+11,0.250701
690432.3360,2.342904e+14,2.348807e+14,5.902597e+11,0.251302
692084.0880,2.334784e+14,2.340681e+14,5.896230e+11,0.251902
693735.8400,2.326693e+14,2.332582e+14,5.889837e+11,0.252503
695387.5920,2.318629e+14,2.324512e+14,5.883416e+11,0.253103
697039.3440,2.310593e+14,2.316470e+14,5.876970e+11,0.253704
698691.0960,2.302585e+14,2.308456e+14,5.870498e+11,0.254304
700342.8480,2.294605e+14,2.300469e+14,5.864000e+11,0.254905
701994.6000,2.286653e+14,2.292510e+14,5.857477e+11,0.255505
703646.3520,2.278728e+14,2.284579e+14,5.850929e+11,0.256105
705298.1040,2.270830e+14,2.276675e+14,5.844356e+11,0.256706
706949.8560,2.262960e+14,2.268798e+14,5.837758e+11,0.257306
708601.6080,2.255117e+14,2.260948e+14,5.831135e+11,0.257907
710253.3600,2.247302e+14,2.253126e+14,5.824489e+11,0.258507
711905.1120,2.239513e+14,2.245331e+14,5.817819e+11,0.259107
713556.8640,2.231752e+14,2.237563e+14,5.811125e+11,0.259708
715208.6160,2.224017e+14,2.229821e+14,5.804408e+11,0.260308
716860.3680,2.216309e+14,2.222107e+14,5.797667e+11,0.260909
718512.1200,2.208628e+14,2.214419e+14,5.790904e+11,0.261509
720163.8720,2.200973e+14,2.206757e+14,5.784118e+11,0.262109
721815.6240,2.193345e+14,2.199123e+14,5.777309e+11,0.262710
723467.3760,2.185744e+14,2.191514e+14,5.770479e+11,0.263310
725119.1280,2.178169e+14,2.183932e+14,5.763626e+11,0.263910
726770.8800,2.170620e+14,2.176376e+14,5.756752e+11,0.264511
728422.6320,2.163097e+14,2.168847e+14,5.749856e+11,0.265111
730074.3840,2.155600e+14,2.161343e+14,5.742939e+11,0.265712
731726.1360,2.148129e+14,2.153865e+14,5.736000e+11,0.266312
733377.8880,2.140685e+14,2.146414e+14,5.729041e+11,0.266912
735029.6400,2.133266e+14,2.138988e+14,5.722062e+11,0.267513
736681.3920,2.125872e+14,2.131587e+14,5.715062e+11,0.268113
738333.1440,2.118504e+14,2.124212e+14,5.708042e+11,0.268713
739984.8960,2.111162e+14,2.116863e+14,5.701002e+11,0.269314
741636.6480,2.103846e+14,2.109539e+14,5.693942e+11,0.269914
743288.4000,2.096554e+14,2.102241e+14,5.686863e+11,0.270514
744940.1520,2.089288e+14,2.094968e+14,5.679765e+11,0.271115
746591.9040,2.082047e+14,2.087720e+14,5.672647e+11,0.271715
748243.6560,2.074831e+14,2.080497e+14,5.665511e+11,0.272315
749895.4080,2.067641e+14,2.073299e+14,5.658356e+11,0.272916
751547.1600,2.060475e+14,2.066126e+14,5.651183e+11,0.273516
753198.9120,2.053334e+14,2.058978e+14,5.643992e+11,0.274116
754850.6640,2.046217e+14,2.051854e+14,5.636782e+11,0.274717
756502.4160,2.039126e+14,2.044755e+14,5.629555e+11,0.275317
758154.1680,2.032059e+14,2.037681e+14,5.622311e+11,0.275917
759805.9200,2.025016e+14,2.030631e+14,5.615049e+11,0.276517
761457.6720,2.017998e+14,2.023606e+14,5.607770e+11,0.277118
763109.4240,2.011004e+14,2.016604e+14,5.600474e+11,0.277718
764761.1760,2.004034e+14,2.009627e+14,5.593161e+11,0.278318
766412.9280,1.997089e+14,2.002675e+14,5.585832e+11,0.278919
768064.6800,1.990167e+14,1.995746e+14,5.578486e+11,0.279519
769716.4320,1.983270e+14,1.988841e+14,5.571125e+11,0.280119
771368.1840,1.976397e+14,1.981960e+14,5.563747e+11,0.280719
773019.9360,1.969547e+14,1.975103e+14,5.556354e+11,0.281320
774671.6880,1.962721e+14,1.968270e+14,5.548945e+11,0.281920
776323.4400,1.955919e+14,1.961460e+14,5.541521e+11,0.282520
777975.1920,1.949140e+14,1.954674e+14,5.534082e+11,0.283120
779626.9440,1.942385e+14,1.947911e+14,5.526628e+11,0.283721
781278.6960,1.935653e+14,1.941172e+14,5.519159e+11,0.284321
782930.4480,1.928945e+14,1.934456e+14,5.511675e+11,0.284921
784582.2000,1.922259e+14,1.927764e+14,5.504178e+11,0.285521
786233.9520,1.915597e+14,1.921094e+14,5.496666e+11,0.286122
787885.7040,1.908958e+14,1.914447e+14,5.489140e+11,0.286722
789537.4560,1.902342e+14,1.907824e+14,5.481600e+11,0.287322
791189.2080,1.895749e+14,1.901223e+14,5.474047e+11,0.287922
792840.9600,1.889179e+14,1.894646e+14,5.466480e+11,0.288523
794492.7120,1.882632e+14,1.888091e+14,5.458900e+11,0.289123
796144.4640,1.876107e+14,1.881558e+14,5.451308e+11,0.289723
797796.2160,1.869605e+14,1.875049e+14,5.443702e+11,0.290323
799447.9680,1.863125e+14,1.868562e+14,5.436083e+11,0.290923
801099.7200,1.856668e+14,1.862097e+14,5.428452e+11,0.291524
802751.4720,1.850234e+14,1.855654e+14,5.420809e+11,0.292124
804403.2240,1.843821e+14,1.849234e+14,5.413153e+11,0.292724
806054.9760,1.837431e+14,1.842837e+14,5.405486e+11,0.293324
807706.7280,1.831063e+14,1.836461e+14,5.397806e+11,0.293924
809358.4800,1.824717e+14,1.830107e+14,5.390116e+11,0.294525
811010.2320,1.818393e+14,1.823775e+14,5.382413e+11,0.295125
812661.9840,1.812091e+14,1.817466e+14,5.374699e+11,0.295725
814313.7360,1.805811e+14,1.811178e+14,5.366975e+11,0.296325
815965.4880,1.799552e+14,1.804911e+14,5.359239e+11,0.296925
817617.2400,1.793315e+14,1.798667e+14,5.351492e+11,0.297525
819268.9920,1.787100e+14,1.792444e+14,5.343735e+11,0.298126
820920.7440,1.780907e+14,1.786243e+14,5.335968e+11,0.298726
822572.4960,1.774735e+14,1.780063e+14,5.328190e+11,0.299326
824224.2480,1.768584e+14,1.773904e+14,5.320402e+11,0.299926
825876.0000,1.762454e+14,1.767767e+14,5.312604e+11,0.300526
827527.7520,1.756346e+14,1.761651e+14,5.304796e+11,0.301126
829179.5040,1.750259e+14,1.755556e+14,5.296979e+11,0.301727
830831.2560,1.744193e+14,1.749482e+14,5.289152e+11,0.302327
832483.0080,1.738148e+14,1.743430e+14,5.281316e+11,0.302927
834134.7600,1.732124e+14,1.737398e+14,5.273471e+11,0.303527
835786.5120,1.726121e+14,1.731387e+14,5.265616e+11,0.304127
837438.2640,1.720139e+14,1.725397e+14,5.257753e+11,0.304727
839090.0160,1.714177e+14,1.719427e+14,5.249881e+11,0.305327
840741.7680,1.708237e+14,1.713479e+14,5.242001e+11,0.305927
842393.5200,1.702316e+14,1.707550e+14,5.234112e+11,0.306528
844045.2720,1.696416e+14,1.701643e+14,5.226215e+11,0.307128
845697.0240,1.690537e+14,1.695755e+14,5.218310e+11,0.307728
847348.7760,1.684678e+14,1.689889e+14,5.210398e+11,0.308328
849000.5280,1.678839e+14,1.684042e+14,5.202477e+11,0.308928
850652.2800,1.673021e+14,1.678216e+14,5.194549e+11,0.309528
852304.0320,1.667223e+14,1.672409e+14,5.186613e+11,0.310128
853955.7840,1.661445e+14,1.666623e+14,5.178670e+11,0.310728
855607.5360,1.655687e+14,1.660857e+14,5.170719e+11,0.311328
857259.2880,1.649948e+14,1.655111e+14,5.162762e+11,0.311928
858911.0400,1.644230e+14,1.649385e+14,5.154798e+11,0.312529
860562.7920,1.638532e+14,1.643678e+14,5.146827e+11,0.313129
862214.5440,1.632853e+14,1.637992e+14,5.138849e+11,0.313729
863866.2960,1.627194e+14,1.632325e+14,5.130865e+11,0.314329
865518.0480,1.621554e+14,1.626677e+14,5.122875e+11,0.314929
867169.8000,1.615935e+14,1.621049e+14,5.114878e+11,0.315529
868821.5520,1.610334e+14,1.615441e+14,5.106876e+11,0.316129
870473.3040,1.604753e+14,1.609852e+14,5.098867e+11,0.316729
872125.0560,1.599192e+14,1.604282e+14,5.090853e+11,0.317329
873776.8080,1.593649e+14,1.598732e+14,5.082833e+11,0.317929
875428.5600,1.588126e+14,1.593201e+14,5.074808e+11,0.318529
877080.3120,1.582622e+14,1.587689e+14,5.066777e+11,0.319129
878732.0640,1.577137e+14,1.582196e+14,5.058741e+11,0.319729
880383.8160,1.571671e+14,1.576722e+14,5.050700e+11,0.320329
882035.5680,1.566224e+14,1.571267e+14,5.042654e+11,0.320929
883687.3200,1.560796e+14,1.565831e+14,5.034603e+11,0.321529
885339.0720,1.555387e+14,1.560413e+14,5.026547e+11,0.322129
886990.8240,1.549996e+14,1.555015e+14,5.018487e+11,0.322729
888642.5760,1.544624e+14,1.549635e+14,5.010423e+11,0.323329
890294.3280,1.539271e+14,1.544273e+14,5.002354e+11,0.323929
891946.0800,1.533936e+14,1.538931e+14,4.994281e+11,0.324529
893597.8320,1.528620e+14,1.533606e+14,4.986203e+11,0.325129
895249.5840,1.523322e+14,1.528300e+14,4.978122e+11,0.325729
896901.3360,1.518043e+14,1.523013e+14,4.970037e+11,0.326329
898553.0880,1.512782e+14,1.517744e+14,4.961948e+11,0.326929
900204.8400,1.507539e+14,1.512493e+14,4.953856e+11,0.327529
901856.5920,1.502314e+14,1.507260e+14,4.945760e+11,0.328129
903508.3440,1.497107e+14,1.502045e+14,4.937661e+11,0.328729
905160.0960,1.491919e+14,1.496848e+14,4.929559e+11,0.329329
906811.8480,1.486748e+14,1.491670e+14,4.921454e+11,0.329929
908463.6000,1.481596e+14,1.486509e+14,4.913345e+11,0.330529
910115.3520,1.476461e+14,1.481366e+14,4.905234e+11,0.331129
911767.1040,1.471344e+14,1.476241e+14,4.897120e+11,0.331729
913418.8560,1.466244e+14,1.471133e+14,4.889004e+11,0.332329
915070.6080,1.461163e+14,1.466044e+14,4.880885e+11,0.332929
916722.3600,1.456099e+14,1.460972e+14,4.872763e+11,0.333529
918374.1120,1.451052e+14,1.455917e+14,4.864639e+11,0.334129
920025.8640,1.446023e+14,1.450880e+14,4.856514e+11,0.334729
921677.6160,1.441012e+14,1.445860e+14,4.848386e+11,0.335329
923329.3680,1.436018e+14,1.440858e+14,4.840256e+11,0.335929
924981.1200,1.431041e+14,1.435873e+14,4.832124e+11,0.336529
926632.8720,1.426081e+14,1.430905e+14,4.823991e+11,0.337129
928284.6240,1.421139e+14,1.425955e+14,4.815855e+11,0.337729
929936.3760,1.416213e+14,1.421021e+14,4.807719e+11,0.338328
931588.1280,1.411305e+14,1.416105e+14,4.799581e+11,0.338928
933239.8800,1.406414e+14,1.411206e+14,4.791442e+11,0.339528
934891.6320,1.401540e+14,1.406323e+14,4.783301e+11,0.340128
936543.3840,1.396682e+14,1.401458e+14,4.775160e+11,0.340728
938195.1360,1.391842e+14,1.396609e+14,4.767017e+11,0.341328
939846.8880,1.387018e+14,1.391777e+14,4.758874e+11,0.341928
941498.6400,1.382211e+14,1.386962e+14,4.750730e+11,0.342528
943150.3920,1.377421e+14,1.382163e+14,4.742585e+11,0.343128
944802.1440,1.372647e+14,1.377381e+14,4.734440e+11,0.343728
946453.8960,1.367890e+14,1.372616e+14,4.726294e+11,0.344327
948105.6480,1.363149e+14,1.367867e+14,4.718148e+11,0.344927
949757.4000,1.358425e+14,1.363135e+14,4.710001e+11,0.345527
951409.1520,1.353717e+14,1.358419e+14,4.701855e+11,0.346127
953060.9040,1.349025e+14,1.353719e+14,4.693708e+11,0.346727
954712.6560,1.344350e+14,1.349035e+14,4.685562e+11,0.347327
956364.4080,1.339691e+14,1.344368e+14,4.677415e+11,0.347927
958016.1600,1.335048e+14,1.339717e+14,4.669269e+11,0.348527
959667.9120,1.330421e+14,1.335082e+14,4.661123e+11,0.349126
961319.6640,1.325810e+14,1.330463e+14,4.652978e+11,0.349726
962971.4160,1.321215e+14,1.325860e+14,4.644833e+11,0.350326
964623.1680,1.316636e+14,1.321273e+14,4.636689e+11,0.350926
966274.9200,1.312073e+14,1.316701e+14,4.628545e+11,0.351526
967926.6720,1.307525e+14,1.312146e+14,4.620402e+11,0.352126
969578.4240,1.302994e+14,1.307606e+14,4.612260e+11,0.352726
971230.1760,1.298478e+14,1.303082e+14,4.604120e+11,0.353325
972881.9280,1.293978e+14,1.298574e+14,4.595980e+11,0.353925
974533.6800,1.289493e+14,1.294081e+14,4.587841e+11,0.354525
976185.4320,1.285024e+14,1.289604e+14,4.579704e+11,0.355125
977837.1840,1.280571e+14,1.285142e+14,4.571568e+11,0.355725
979488.9360,1.276133e+14,1.280696e+14,4.563433e+11,0.356324
981140.6880,1.271710e+14,1.276265e+14,4.555300e+11,0.356924
982792.4400,1.267302e+14,1.271850e+14,4.547168e+11,0.357524
984444.1920,1.262910e+14,1.267449e+14,4.539039e+11,0.358124
986095.9440,1.258533e+14,1.263064e+14,4.530911e+11,0.358724
987747.6960,1.254172e+14,1.258694e+14,4.522784e+11,0.359323
989399.4480,1.249825e+14,1.254340e+14,4.514660e+11,0.359923
991051.2000,1.245493e+14,1.250000e+14,4.506538e+11,0.360523
992702.9520,1.241177e+14,1.245675e+14,4.498418e+11,0.361123
994354.7040,1.236875e+14,1.241366e+14,4.490300e+11,0.361723
996006.4560,1.232589e+14,1.237071e+14,4.482185e+11,0.362322
997658.2080,1.228317e+14,1.232791e+14,4.474071e+11,0.362922
999309.9600,1.224060e+14,1.228526e+14,4.465961e+11,0.363522
1000961.7120,1.219818e+14,1.224275e+14,4.457852e+11,0.364122
1002613.4640,1.215590e+14,1.220040e+14,4.449747e+11,0.364721
1004265.2160,1.211377e+14,1.215819e+14,4.441644e+11,0.365321
1005916.9680,1.207179e+14,1.211612e+14,4.433544e+11,0.365921
1007568.7200,1.202995e+14,1.207420e+14,4.425446e+11,0.366521
1009220.4720,1.198826e+14,1.203243e+14,4.417352e+11,0.367120
1010872.2240,1.194671e+14,1.199080e+14,4.409260e+11,0.367720
1012523.9760,1.190530e+14,1.194932e+14,4.401172e+11,0.368320
1014175.7280,1.186404e+14,1.190797e+14,4.393087e+11,0.368920
1015827.4800,1.182293e+14,1.186678e+14,4.385005e+11,0.369519
1017479.2320,1.178195e+14,1.182572e+14,4.376926e+11,0.370119
1019130.9840,1.174112e+14,1.178481e+14,4.368851e+11,0.370719
1020782.7360,1.170043e+14,1.174403e+14,4.360779e+11,0.371319
1022434.4880,1.165988e+14,1.170340e+14,4.352710e+11,0.371918
1024086.2400,1.161947e+14,1.166291e+14,4.344646e+11,0.372518
1025737.9920,1.157920e+14,1.162256e+14,4.336584e+11,0.373118
1027389.7440,1.153907e+14,1.158235e+14,4.328527e+11,0.373717
1029041.4960,1.149907e+14,1.154228e+14,4.320473e+11,0.374317
1030693.2480,1.145922e+14,1.150235e+14,4.312424e+11,0.374917
1032345.0000,1.141951e+14,1.146255e+14,4.304378e+11,0.375517
1033996.7520,1.137993e+14,1.142289e+14,4.296336e+11,0.376116
1035648.5040,1.134049e+14,1.138337e+14,4.288299e+11,0.376716
1037300.2560,1.130119e+14,1.134399e+14,4.280265e+11,0.377316
1038952.0080,1.126202e+14,1.130474e+14,4.272236e+11,0.377915
1040603.7600,1.122299e+14,1.126563e+14,4.264211e+11,0.378515
1042255.5120,1.118409e+14,1.122665e+14,4.256190e+11,0.379115
1043907.2640,1.114533e+14,1.118781e+14,4.248174e+11,0.379714
1045559.0160,1.110670e+14,1.114911e+14,4.240162e+11,0.380314
1047210.7680,1.106821e+14,1.111053e+14,4.232155e+11,0.380914
1048862.5200,1.102985e+14,1.107209e+14,4.224152e+11,0.381513
1050514.2720,1.099163e+14,1.103379e+14,4.216154e+11,0.382113
1052166.0240,1.095353e+14,1.099561e+14,4.208161e+11,0.382713
1053817.7760,1.091557e+14,1.095757e+14,4.200173e+11,0.383312
1055469.5280,1.087774e+14,1.091966e+14,4.192189e+11,0.383912
1057121.2800,1.084004e+14,1.088188e+14,4.184210e+11,0.384512
1058773.0320,1.080247e+14,1.084423e+14,4.176237e+11,0.385111
1060424.7840,1.076503e+14,1.080672e+14,4.168268e+11,0.385711
1062076.5360,1.072772e+14,1.076933e+14,4.160305e+11,0.386311
1063728.2880,1.069054e+14,1.073207e+14,4.152346e+11,0.386910
1065380.0400,1.065349e+14,1.069494e+14,4.144393e+11,0.387510
1067031.7920,1.061657e+14,1.065794e+14,4.136446e+11,0.388109
1068683.5440,1.057978e+14,1.062106e+14,4.128503e+11,0.388709
1070335.2960,1.054311e+14,1.058432e+14,4.120566e+11,0.389309
1071987.0480,1.050657e+14,1.054770e+14,4.112635e+11,0.389908
1073638.8000,1.047016e+14,1.051121e+14,4.104709e+11,0.390508
1075290.5520,1.043387e+14,1.047484e+14,4.096788e+11,0.391107
1076942.3040,1.039771e+14,1.043860e+14,4.088873e+11,0.391707
1078594.0560,1.036167e+14,1.040248e+14,4.080964e+11,0.392307
1080245.8080,1.032576e+14,1.036649e+14,4.073061e+11,0.392906
1081897.5600,1.028998e+14,1.033063e+14,4.065163e+11,0.393506
1083549.3120,1.025432e+14,1.029489e+14,4.057272e+11,0.394105
1085201.0640,1.021878e+14,1.025927e+14,4.049386e+11,0.394705
1086852.8160,1.018336e+14,1.022378e+14,4.041506e+11,0.395305
1088504.5680,1.014807e+14,1.018840e+14,4.033632e+11,0.395904
1090156.3200,1.011290e+14,1.015315e+14,4.025764e+11,0.396504
1091808.0720,1.007785e+14,1.011803e+14,4.017903e+11,0.397103
1093459.8240,1.004292e+14,1.008302e+14,4.010047e+11,0.397703
1095111.5760,1.000812e+14,1.004814e+14,4.002198e+11,0.398302
1096763.3280,9.973430e+13,1.001337e+14,3.994355e+11,0.398902
1098415.0800,9.938865e+13,9.978730e+13,3.986518e+11,0.399502
1100066.8320,9.904419e+13,9.944206e+13,3.978688e+11,0.400101
1101718.5840,9.870093e+13,9.909802e+13,3.970864e+11,0.400701
1103370.3360,9.835886e+13,9.875516e+13,3.963047e+11,0.401300
1105022.0880,9.801797e+13,9.841350e+13,3.955236e+11,0.401900
1106673.8400,9.767827e+13,9.807301e+13,3.947432e+11,0.402499
1108325.5920,9.733974e+13,9.773371e+13,3.939634e+11,0.403099
1109977.3440,9.700239e+13,9.739557e+13,3.931843e+11,0.403698
1111629.0960,9.666620e+13,9.705861e+13,3.924059e+11,0.404298
1113280.8480,9.633118e+13,9.672281e+13,3.916282e+11,0.404897
1114932.6000,9.599733e+13,9.638818e+13,3.908511e+11,0.405497
1116584.3520,9.566462e+13,9.605470e+13,3.900747e+11,0.406096
1118236.1040,9.533308e+13,9.572237e+13,3.892990e+11,0.406696
1119887.8560,9.500268e+13,9.539120e+13,3.885240e+11,0.407295
1121539.6080,9.467342e+13,9.506117e+13,3.877497e+11,0.407895
1123191.3600,9.434531e+13,9.473229e+13,3.869762e+11,0.408494
1124843.1120,9.401833e+13,9.440454e+13,3.862033e+11,0.409094
1126494.8640,9.369249e+13,9.407792e+13,3.854311e+11,0.409693
1128146.6160,9.336778e+13,9.375244e+13,3.846596e+11,0.410293
1129798.3680,9.304419e+13,9.342808e+13,3.838889e+11,0.410892
1131450.1200,9.272172e+13,9.310484e+13,3.831189e+11,0.411492
1133101.8720,9.240037e+13,9.278272e+13,3.823496e+11,0.412091
1134753.6240,9.208014e+13,9.246172e+13,3.815811e+11,0.412691
1136405.3760,9.176101e+13,9.214183e+13,3.808133e+11,0.413290
1138057.1280,9.144299e+13,9.182304e+13,3.800462e+11,0.413890
1139708.8800,9.112608e+13,9.150536e+13,3.792799e+11,0.414489
1141360.6320,9.081026e+13,9.118877e+13,3.785143e+11,0.415089
1143012.3840,9.049553e+13,9.087328e+13,3.777495e+11,0.415688
1144664.1360,9.018190e+13,9.055888e+13,3.769855e+11,0.416288
1146315.8880,8.986935e+13,9.024557e+13,3.762222e+11,0.416887
1147967.6400,8.955789e+13,8.993335e+13,3.754596e+11,0.417487
1149619.3920,8.924751e+13,8.962220e+13,3.746979e+11,0.418086
1151271.1440,8.893820e+13,8.931213e+13,3.739369e+11,0.418685
1152922.8960,8.862996e+13,8.900314e+13,3.731767e+11,0.419285
1154574.6480,8.832279e+13,8.869521e+13,3.724173e+11,0.419884
1156226.4000,8.801669e+13,8.838835e+13,3.716586e+11,0.420484
1157878.1520,8.771165e+13,8.808255e+13,3.709008e+11,0.421083
1159529.9040,8.740766e+13,8.777780e+13,3.701437e+11,0.421683
1161181.6560,8.710473e+13,8.747412e+13,3.693874e+11,0.422282
1162833.4080,8.680285e+13,8.717148e+13,3.686320e+11,0.422881
1164485.1600,8.650201e+13,8.686989e+13,3.678773e+11,0.423481
1166136.9120,8.620222e+13,8.656934e+13,3.671235e+11,0.424080
1167788.6640,8.590346e+13,8.626983e+13,3.663704e+11,0.424680
1169440.4160,8.560575e+13,8.597136e+13,3.656182e+11,0.425279
1171092.1680,8.530906e+13,8.567393e+13,3.648668e+11,0.425878
1172743.9200,8.501340e+13,8.537752e+13,3.641162e+11,0.426478
1174395.6720,8.471877e+13,8.508213e+13,3.633664e+11,0.427077
1176047.4240,8.442515e+13,8.478777e+13,3.626174e+11,0.427677
1177699.1760,8.413256e+13,8.449443e+13,3.618693e+11,0.428276
1179350.9280,8.384098e+13,8.420210e+13,3.611220e+11,0.428875
1181002.6800,8.355041e+13,8.391078e+13,3.603756e+11,0.429475
1182654.4320,8.326084e+13,8.362047e+13,3.596300e+11,0.430074
1184306.1840,8.297228e+13,8.333117e+13,3.588852e+11,0.430673
1185957.9360,8.268472e+13,8.304286e+13,3.581413e+11,0.431273
1187609.6880,8.239816e+13,8.275556e+13,3.573982e+11,0.431872
1189261.4400,8.211259e+13,8.246924e+13,3.566560e+11,0.432472
1190913.1920,8.182801e+13,8.218392e+13,3.559146e+11,0.433071
1192564.9440,8.154441e+13,8.189959e+13,3.551741e+11,0.433670
1194216.6960,8.126180e+13,8.161624e+13,3.544345e+11,0.434270
1195868.4480,8.098017e+13,8.133387e+13,3.536957e+11,0.434869
1197520.2000,8.069951e+13,8.105247e+13,3.529578e+11,0.435468
1199171.9520,8.041983e+13,8.077205e+13,3.522207e+11,0.436068
1200823.7040,8.014112e+13,8.049260e+13,3.514846e+11,0.436667
1202475.4560,7.986337e+13,8.021412e+13,3.507493e+11,0.437266
1204127.2080,7.958658e+13,7.993660e+13,3.500148e+11,0.437866
1205778.9600,7.931076e+13,7.966004e+13,3.492813e+11,0.438465
1207430.7120,7.903589e+13,7.938444e+13,3.485486e+11,0.439064
1209082.4640,7.876197e+13,7.910979e+13,3.478169e+11,0.439664
1210734.2160,7.848900e+13,7.883609e+13,3.470860e+11,0.440263
1212385.9680,7.821698e+13,7.856334e+13,3.463560e+11,0.440862
1214037.7200,7.794590e+13,7.829153e+13,3.456269e+11,0.441461
1215689.4720,7.767576e+13,7.802066e+13,3.448987e+11,0.442061
1217341.2240,7.740656e+13,7.775073e+13,3.441714e+11,0.442660
1218992.9760,7.713829e+13,7.748173e+13,3.434450e+11,0.443259
1220644.7280,7.687095e+13,7.721366e+13,3.427195e+11,0.443859
1222296.4800,7.660453e+13,7.694653e+13,3.419949e+11,0.444458
1223948.2320,7.633904e+13,7.668031e+13,3.412712e+11,0.445057
1225599.9840,7.607447e+13,7.641502e+13,3.405485e+11,0.445656
1227251.7360,7.581081e+13,7.615064e+13,3.398266e+11,0.446256
1228903.4880,7.554807e+13,7.588718e+13,3.391057e+11,0.446855
1230555.2400,7.528624e+13,7.562463e+13,3.383856e+11,0.447454
1232206.9920,7.502532e+13,7.536299e+13,3.376665e+11,0.448054
1233858.7440,7.476530e+13,7.510225e+13,3.369483e+11,0.448653
1235510.4960,7.450619e+13,7.484242e+13,3.362311e+11,0.449252
1237162.2480,7.424797e+13,7.458348e+13,3.355148e+11,0.449851
1238814.0000,7.399065e+13,7.432544e+13,3.347994e+11,0.450451
1240465.7520,7.373421e+13,7.406830e+13,3.340849e+11,0.451050
1242117.5040,7.347867e+13,7.381204e+13,3.333714e+11,0.451649
1243769.2560,7.322401e+13,7.355667e+13,3.326588e+11,0.452248
1245421.0080,7.297024e+13,7.330218e+13,3.319471e+11,0.452847
1247072.7600,7.271734e+13,7.304858e+13,3.312364e+11,0.453447
1248724.5120,7.246532e+13,7.279585e+13,3.305266e+11,0.454046
1250376.2640,7.221418e+13,7.254399e+13,3.298178e+11,0.454645
1252028.0160,7.196390e+13,7.229301e+13,3.291099e+11,0.455244
1253679.7680,7.171449e+13,7.204290e+13,3.284029e+11,0.455844
1255331.5200,7.146595e+13,7.179365e+13,3.276969e+11,0.456443
1256983.2720,7.121827e+13,7.154526e+13,3.269919e+11,0.457042
1258635.0240,7.097144e+13,7.129773e+13,3.262878e+11,0.457641
1260286.7760,7.072548e+13,7.105106e+13,3.255847e+11,0.458240
1261938.5280,7.048036e+13,7.080524e+13,3.248825e+11,0.458840
1263590.2800,7.023609e+13,7.056028e+13,3.241813e+11,0.459439
1265242.0320,6.999267e+13,7.031616e+13,3.234810e+11,0.460038
1266893.7840,6.975010e+13,7.007288e+13,3.227817e+11,0.460637
1268545.5360,6.950836e+13,6.983045e+13,3.220834e+11,0.461236
1270197.2880,6.926747e+13,6.958885e+13,3.213861e+11,0.461836
1271849.0400,6.902740e+13,6.934809e+13,3.206897e+11,0.462435
1273500.7920,6.878817e+13,6.910817e+13,3.199942e+11,0.463034
1275152.5440,6.854977e+13,6.886907e+13,3.192998e+11,0.463633
1276804.2960,6.831219e+13,6.863080e+13,3.186063e+11,0.464232
1278456.0480,6.807544e+13,6.839336e+13,3.179138e+11,0.464831
1280107.8000,6.783951e+13,6.815673e+13,3.172223e+11,0.465431
1281759.5520,6.760440e+13,6.792093e+13,3.165317e+11,0.466030
1283411.3040,6.737010e+13,6.768594e+13,3.158421e+11,0.466629
1285063.0560,6.713661e+13,6.745176e+13,3.151535e+11,0.467228
1286714.8080,6.690393e+13,6.721840e+13,3.144659e+11,0.467827
1288366.5600,6.667206e+13,6.698584e+13,3.137793e+11,0.468426
1290018.3120,6.644099e+13,6.675409e+13,3.130936e+11,0.469025
1291670.0640,6.621073e+13,6.652314e+13,3.124090e+11,0.469625
1293321.8160,6.598126e+13,6.629298e+13,3.117253e+11,0.470224
1294973.5680,6.575258e+13,6.606363e+13,3.110426e+11,0.470823
1296625.3200,6.552470e+13,6.583506e+13,3.103609e+11,0.471422
1298277.0720,6.529761e+13,6.560729e+13,3.096802e+11,0.472021
1299928.8240,6.507131e+13,6.538031e+13,3.090005e+11,0.472620
1301580.5760,6.484579e+13,6.515411e+13,3.083218e+11,0.473219
1303232.3280,6.462105e+13,6.492869e+13,3.076441e+11,0.473818
