Time_s,N_Numerical,N_Analytical,Error_Absolute,Error_Relative_Percent
49552.5600,9.010877e+14,9.012505e+14,1.627396e+11,0.018057
51204.3120,8.979648e+14,8.981324e+14,1.675820e+11,0.018659
52856.0640,8.948527e+14,8.950251e+14,1.723888e+11,0.019261
54507.8160,8.917514e+14,8.919285e+14,1.771604e+11,0.019863
56159.5680,8.886608e+14,8.888427e+14,1.818969e+11,0.020464
57811.3200,8.855809e+14,8.857675e+14,1.865984e+11,0.021066
59463.0720,8.825117e+14,8.827030e+14,1.912652e+11,0.021668
61114.8240,8.794532e+14,8.796491e+14,1.958974e+11,0.022270
62766.5760,8.764052e+14,8.766057e+14,2.004952e+11,0.022872
64418.3280,8.733678e+14,8.735729e+14,2.050589e+11,0.023474
66070.0800,8.703410e+14,8.705506e+14,2.095885e+11,0.024075
67721.8320,8.673246e+14,8.675387e+14,2.140844e+11,0.024677
69373.5840,8.643187e+14,8.645372e+14,2.185465e+11,0.025279
71025.3360,8.613232e+14,8.615462e+14,2.229752e+11,0.025881
72677.0880,8.583381e+14,8.585654e+14,2.273706e+11,0.026483
74328.8400,8.553633e+14,8.555950e+14,2.317329e+11,0.027084
75980.5920,8.523988e+14,8.526349e+14,2.360623e+11,0.027686
77632.3440,8.494446e+14,8.496850e+14,2.403589e+11,0.028288
79284.0960,8.465007e+14,8.467453e+14,2.446229e+11,0.028890
80935.8480,8.435669e+14,8.438158e+14,2.488545e+11,0.029492
82587.6000,8.406434e+14,8.408964e+14,2.530539e+11,0.030093
84239.3520,8.377299e+14,8.379871e+14,2.572212e+11,0.030695
85891.1040,8.348266e+14,8.350879e+14,2.613566e+11,0.031297
87542.8560,8.319333e+14,8.321987e+14,2.654602e+11,0.031899
89194.6080,8.290500e+14,8.293195e+14,2.695324e+11,0.032500
90846.3600,8.261767e+14,8.264503e+14,2.735731e+11,0.033102
92498.1120,8.233134e+14,8.235910e+14,2.775826e+11,0.033704
94149.8640,8.204600e+14,8.207416e+14,2.815611e+11,0.034306
95801.6160,8.176165e+14,8.179021e+14,2.855087e+11,0.034907
97453.3680,8.147829e+14,8.150723e+14,2.894255e+11,0.035509
99105.1200,8.119591e+14,8.122524e+14,2.933119e+11,0.036111
100756.8720,8.091450e+14,8.094422e+14,2.971678e+11,0.036713
102408.6240,8.063408e+14,8.066418e+14,3.009935e+11,0.037314
104060.3760,8.035462e+14,8.038510e+14,3.047892e+11,0.037916
105712.1280,8.007613e+14,8.010699e+14,3.085550e+11,0.038518
107363.8800,7.979861e+14,7.982984e+14,3.122910e+11,0.039120
109015.6320,7.952205e+14,7.955365e+14,3.159975e+11,0.039721
110667.3840,7.924645e+14,7.927841e+14,3.196745e+11,0.040323
112319.1360,7.897180e+14,7.900413e+14,3.233223e+11,0.040925
113970.8880,7.869810e+14,7.873080e+14,3.269410e+11,0.041526
115622.6400,7.842536e+14,7.845841e+14,3.305307e+11,0.042128
117274.3920,7.815356e+14,7.818696e+14,3.340917e+11,0.042730
118926.1440,7.788270e+14,7.791646e+14,3.376241e+11,0.043332
120577.8960,7.761277e+14,7.764689e+14,3.411280e+11,0.043933
122229.6480,7.734379e+14,7.737825e+14,3.446035e+11,0.044535
123881.4000,7.707574e+14,7.711054e+14,3.480509e+11,0.045137
125533.1520,7.680861e+14,7.684376e+14,3.514703e+11,0.045738
127184.9040,7.654241e+14,7.657790e+14,3.548619e+11,0.046340
128836.6560,7.627714e+14,7.631296e+14,3.582257e+11,0.046942
130488.4080,7.601278e+14,7.604894e+14,3.615620e+11,0.047543
132140.1600,7.574934e+14,7.578583e+14,3.648709e+11,0.048145
133791.9120,7.548681e+14,7.552363e+14,3.681526e+11,0.048747
135443.6640,7.522520e+14,7.526234e+14,3.714071e+11,0.049348
137095.4160,7.496449e+14,7.500195e+14,3.746347e+11,0.049950
138747.1680,7.470468e+14,7.474246e+14,3.778355e+11,0.050552
140398.9200,7.444577e+14,7.448387e+14,3.810096e+11,0.051153
142050.6720,7.418776e+14,7.422618e+14,3.841572e+11,0.051755
143702.4240,7.393065e+14,7.396938e+14,3.872784e+11,0.052357
145354.1760,7.367442e+14,7.371346e+14,3.903734e+11,0.052958
147005.9280,7.341909e+14,7.345843e+14,3.934424e+11,0.053560
148657.6800,7.316464e+14,7.320428e+14,3.964854e+11,0.054162
150309.4320,7.291107e+14,7.295102e+14,3.995026e+11,0.054763
151961.1840,7.265838e+14,7.269863e+14,4.024942e+11,0.055365
153612.9360,7.240656e+14,7.244711e+14,4.054602e+11,0.055966
155264.6880,7.215562e+14,7.219646e+14,4.084009e+11,0.056568
156916.4400,7.190555e+14,7.194668e+14,4.113164e+11,0.057170
158568.1920,7.165634e+14,7.169776e+14,4.142068e+11,0.057771
160219.9440,7.140800e+14,7.144971e+14,4.170722e+11,0.058373
161871.6960,7.116052e+14,7.120251e+14,4.199128e+11,0.058974
163523.4480,7.091389e+14,7.095617e+14,4.227287e+11,0.059576
165175.2000,7.066813e+14,7.071068e+14,4.255201e+11,0.060178
166826.9520,7.042321e+14,7.046604e+14,4.282871e+11,0.060779
168478.7040,7.017914e+14,7.022224e+14,4.310299e+11,0.061381
170130.4560,6.993592e+14,6.997929e+14,4.337485e+11,0.061982
171782.2080,6.969354e+14,6.973718e+14,4.364431e+11,0.062584
173433.9600,6.945200e+14,6.949591e+14,4.391138e+11,0.063186
175085.7120,6.921130e+14,6.925547e+14,4.417609e+11,0.063787
176737.4640,6.897143e+14,6.901587e+14,4.443843e+11,0.064389
178389.2160,6.873239e+14,6.877709e+14,4.469842e+11,0.064990
180040.9680,6.849418e+14,6.853914e+14,4.495609e+11,0.065592
181692.7200,6.825680e+14,6.830201e+14,4.521143e+11,0.066193
183344.4720,6.802024e+14,6.806571e+14,4.546446e+11,0.066795
184996.2240,6.778450e+14,6.783022e+14,4.571520e+11,0.067397
186647.9760,6.754958e+14,6.759554e+14,4.596366e+11,0.067998
188299.7280,6.731547e+14,6.736168e+14,4.620985e+11,0.068600
189951.4800,6.708217e+14,6.712863e+14,4.645378e+11,0.069201
191603.2320,6.684968e+14,6.689638e+14,4.669547e+11,0.069803
193254.9840,6.661800e+14,6.666493e+14,4.693493e+11,0.070404
194906.7360,6.638712e+14,6.643429e+14,4.717217e+11,0.071006
196558.4880,6.615704e+14,6.620445e+14,4.740721e+11,0.071607
198210.2400,6.592776e+14,6.597540e+14,4.764005e+11,0.072209
199861.9920,6.569927e+14,6.574714e+14,4.787071e+11,0.072810
201513.7440,6.547157e+14,6.551967e+14,4.809920e+11,0.073412
203165.4960,6.524466e+14,6.529299e+14,4.832554e+11,0.074013
204817.2480,6.501854e+14,6.506709e+14,4.854973e+11,0.074615
206469.0000,6.479321e+14,6.484198e+14,4.877179e+11,0.075216
208120.7520,6.456865e+14,6.461764e+14,4.899173e+11,0.075818
209772.5040,6.434487e+14,6.439408e+14,4.920956e+11,0.076419
211424.2560,6.412187e+14,6.417129e+14,4.942530e+11,0.077021
213076.0080,6.389964e+14,6.394928e+14,4.963895e+11,0.077622
214727.7600,6.367818e+14,6.372803e+14,4.985053e+11,0.078224
216379.5120,6.345749e+14,6.350755e+14,5.006005e+11,0.078825
218031.2640,6.323756e+14,6.328783e+14,5.026752e+11,0.079427
219683.0160,6.301840e+14,6.306887e+14,5.047295e+11,0.080028
221334.7680,6.279999e+14,6.285067e+14,5.067636e+11,0.080630
222986.5200,6.258234e+14,6.263322e+14,5.087775e+11,0.081231
224638.2720,6.236545e+14,6.241653e+14,5.107714e+11,0.081833
226290.0240,6.214931e+14,6.220058e+14,5.127454e+11,0.082434
227941.7760,6.193392e+14,6.198538e+14,5.146996e+11,0.083036
229593.5280,6.171927e+14,6.177093e+14,5.166341e+11,0.083637
231245.2800,6.150537e+14,6.155722e+14,5.185491e+11,0.084239
232897.0320,6.129220e+14,6.134425e+14,5.204446e+11,0.084840
234548.7840,6.107978e+14,6.113201e+14,5.223207e+11,0.085441
236200.5360,6.086810e+14,6.092051e+14,5.241777e+11,0.086043
237852.2880,6.065714e+14,6.070974e+14,5.260155e+11,0.086644
239504.0400,6.044692e+14,6.049970e+14,5.278342e+11,0.087246
241155.7920,6.023743e+14,6.029039e+14,5.296341e+11,0.087847
242807.5440,6.002866e+14,6.008180e+14,5.314152e+11,0.088449
244459.2960,5.982062e+14,5.987394e+14,5.331776e+11,0.089050
246111.0480,5.961330e+14,5.966679e+14,5.349214e+11,0.089651
247762.8000,5.940669e+14,5.946036e+14,5.366468e+11,0.090253
249414.5520,5.920080e+14,5.925464e+14,5.383538e+11,0.090854
251066.3040,5.899563e+14,5.904963e+14,5.400425e+11,0.091456
252718.0560,5.879117e+14,5.884534e+14,5.417131e+11,0.092057
254369.8080,5.858741e+14,5.864175e+14,5.433656e+11,0.092658
256021.5600,5.838436e+14,5.843886e+14,5.450002e+11,0.093260
257673.3120,5.818202e+14,5.823668e+14,5.466170e+11,0.093861
259325.0640,5.798037e+14,5.803520e+14,5.482160e+11,0.094463
260976.8160,5.777943e+14,5.783441e+14,5.497974e+11,0.095064
262628.5680,5.757918e+14,5.763432e+14,5.513613e+11,0.095665
264280.3200,5.737963e+14,5.743492e+14,5.529078e+11,0.096267
265932.0720,5.718076e+14,5.723621e+14,5.544369e+11,0.096868
267583.8240,5.698259e+14,5.703819e+14,5.559488e+11,0.097470
269235.5760,5.678510e+14,5.684085e+14,5.574436e+11,0.098071
270887.3280,5.658830e+14,5.664419e+14,5.589214e+11,0.098672
272539.0800,5.639218e+14,5.644822e+14,5.603822e+11,0.099274
274190.8320,5.619674e+14,5.625292e+14,5.618263e+11,0.099875
275842.5840,5.600198e+14,5.605830e+14,5.632536e+11,0.100476
277494.3360,5.580789e+14,5.586436e+14,5.646643e+11,0.101078
279146.0880,5.561448e+14,5.567108e+14,5.660585e+11,0.101679
280797.8400,5.542173e+14,5.547847e+14,5.674362e+11,0.102280
282449.5920,5.522965e+14,5.528653e+14,5.687976e+11,0.102882
284101.3440,5.503824e+14,5.509526e+14,5.701428e+11,0.103483
285753.0960,5.484749e+14,5.490464e+14,5.714719e+11,0.104084
287404.8480,5.465741e+14,5.471469e+14,5.727849e+11,0.104686
289056.6000,5.446798e+14,5.452539e+14,5.740820e+11,0.105287
290708.3520,5.427921e+14,5.433674e+14,5.753632e+11,0.105888
292360.1040,5.409109e+14,5.414875e+14,5.766286e+11,0.106490
294011.8560,5.390362e+14,5.396141e+14,5.778784e+11,0.107091
295663.6080,5.371681e+14,5.377472e+14,5.791126e+11,0.107692
297315.3600,5.353064e+14,5.358867e+14,5.803314e+11,0.108294
298967.1120,5.334512e+14,5.340327e+14,5.815348e+11,0.108895
300618.8640,5.316024e+14,5.321851e+14,5.827228e+11,0.109496
302270.6160,5.297600e+14,5.303439e+14,5.838957e+11,0.110098
303922.3680,5.279240e+14,5.285090e+14,5.850535e+11,0.110699
305574.1200,5.260943e+14,5.266805e+14,5.861962e+11,0.111300
307225.8720,5.242710e+14,5.248583e+14,5.873240e+11,0.111901
308877.6240,5.224540e+14,5.230425e+14,5.884370e+11,0.112503
310529.3760,5.206433e+14,5.212329e+14,5.895352e+11,0.113104
312181.1280,5.188389e+14,5.194296e+14,5.906188e+11,0.113705
313832.8800,5.170408e+14,5.176325e+14,5.916878e+11,0.114307
315484.6320,5.152488e+14,5.158416e+14,5.927423e+11,0.114908
317136.3840,5.134631e+14,5.140569e+14,5.937824e+11,0.115509
318788.1360,5.116836e+14,5.122784e+14,5.948082e+11,0.116110
320439.8880,5.099102e+14,5.105061e+14,5.958198e+11,0.116712
322091.6400,5.081430e+14,5.087398e+14,5.968172e+11,0.117313
323743.3920,5.063819e+14,5.069797e+14,5.978006e+11,0.117914
325395.1440,5.046270e+14,5.052257e+14,5.987700e+11,0.118515
327046.8960,5.028780e+14,5.034778e+14,5.997255e+11,0.119117
328698.6480,5.011352e+14,5.017359e+14,6.006673e+11,0.119718
330350.4000,4.993984e+14,5.000000e+14,6.015953e+11,0.120319
332002.1520,4.976676e+14,4.982701e+14,6.025097e+11,0.120920
333653.9040,4.959428e+14,4.965462e+14,6.034105e+11,0.121522
335305.6560,4.942240e+14,4.948283e+14,6.042979e+11,0.122123
336957.4080,4.925112e+14,4.931164e+14,6.051719e+11,0.122724
338609.1600,4.908043e+14,4.914103e+14,6.060326e+11,0.123325
340260.9120,4.891033e+14,4.897101e+14,6.068801e+11,0.123926
341912.6640,4.874082e+14,4.880159e+14,6.077145e+11,0.124528
343564.4160,4.857189e+14,4.863275e+14,6.085358e+11,0.125129
345216.1680,4.840356e+14,4.846449e+14,6.093441e+11,0.125730
346867.9200,4.823580e+14,4.829682e+14,6.101395e+11,0.126331
348519.6720,4.806863e+14,4.812972e+14,6.109221e+11,0.126932
350171.4240,4.790204e+14,4.796321e+14,6.116920e+11,0.127534
351823.1760,4.773602e+14,4.779727e+14,6.124492e+11,0.128135
353474.9280,4.757058e+14,4.763190e+14,6.131939e+11,0.128736
355126.6800,4.740571e+14,4.746711e+14,6.139260e+11,0.129337
356778.4320,4.724142e+14,4.730288e+14,6.146457e+11,0.129938
358430.1840,4.707769e+14,4.713923e+14,6.153531e+11,0.130539
360081.9360,4.691453e+14,4.697614e+14,6.160482e+11,0.131141
361733.6880,4.675194e+14,4.681361e+14,6.167311e+11,0.131742
363385.4400,4.658991e+14,4.665165e+14,6.174019e+11,0.132343
365037.1920,4.642844e+14,4.649025e+14,6.180607e+11,0.132944
366688.9440,4.626753e+14,4.632940e+14,6.187075e+11,0.133545
368340.6960,4.610718e+14,4.616912e+14,6.193424e+11,0.134146
369992.4480,4.594739e+14,4.600938e+14,6.199654e+11,0.134748
371644.2000,4.578814e+14,4.585020e+14,6.205768e+11,0.135349
373295.9520,4.562945e+14,4.569157e+14,6.211765e+11,0.135950
374947.7040,4.547132e+14,4.553349e+14,6.217645e+11,0.136551
376599.4560,4.531372e+14,4.537596e+14,6.223411e+11,0.137152
378251.2080,4.515668e+14,4.521897e+14,6.229062e+11,0.137753
379902.9600,4.500018e+14,4.506252e+14,6.234599e+11,0.138354
381554.7120,4.484422e+14,4.490662e+14,6.240024e+11,0.138956
383206.4640,4.468880e+14,4.475125e+14,6.245336e+11,0.139557
384858.2160,4.453392e+14,4.459643e+14,6.250536e+11,0.140158
386509.9680,4.437958e+14,4.444213e+14,6.255626e+11,0.140759
388161.7200,4.422577e+14,4.428838e+14,6.260605e+11,0.141360
389813.4720,4.407250e+14,4.413515e+14,6.265475e+11,0.141961
391465.2240,4.391975e+14,4.398245e+14,6.270236e+11,0.142562
393116.9760,4.376754e+14,4.383029e+14,6.274889e+11,0.143163
394768.7280,4.361585e+14,4.367864e+14,6.279434e+11,0.143764
396420.4800,4.346469e+14,4.352753e+14,6.283873e+11,0.144365
398072.2320,4.331405e+14,4.337693e+14,6.288206e+11,0.144967
399723.9840,4.316394e+14,4.322686e+14,6.292433e+11,0.145568
401375.7360,4.301434e+14,4.307731e+14,6.296556e+11,0.146169
403027.4880,4.286527e+14,4.292827e+14,6.300574e+11,0.146770
404679.2400,4.271671e+14,4.277975e+14,6.304490e+11,0.147371
406330.9920,4.256866e+14,4.263174e+14,6.308303e+11,0.147972
407982.7440,4.242113e+14,4.248425e+14,6.312013e+11,0.148573
409634.4960,4.227411e+14,4.233727e+14,6.315623e+11,0.149174
411286.2480,4.212760e+14,4.219079e+14,6.319131e+11,0.149775
412938.0000,4.198160e+14,4.204482e+14,6.322540e+11,0.150376
414589.7520,4.183610e+14,4.189936e+14,6.325849e+11,0.150977
416241.5040,4.169111e+14,4.175440e+14,6.329060e+11,0.151578
417893.2560,4.154662e+14,4.160994e+14,6.332172e+11,0.152179
419545.0080,4.140263e+14,4.146598e+14,6.335187e+11,0.152780
421196.7600,4.125913e+14,4.132252e+14,6.338106e+11,0.153381
422848.5120,4.111614e+14,4.117955e+14,6.340928e+11,0.153982
424500.2640,4.097364e+14,4.103708e+14,6.343654e+11,0.154583
426152.0160,4.083164e+14,4.089510e+14,6.346286e+11,0.155184
427803.7680,4.069013e+14,4.075362e+14,6.348823e+11,0.155786
429455.5200,4.054911e+14,4.061262e+14,6.351267e+11,0.156387
431107.2720,4.040857e+14,4.047211e+14,6.353618e+11,0.156988
432759.0240,4.026853e+14,4.033209e+14,6.355876e+11,0.157589
434410.7760,4.012897e+14,4.019255e+14,6.358042e+11,0.158190
436062.5280,3.998989e+14,4.005349e+14,6.360117e+11,0.158791
437714.2800,3.985130e+14,3.991492e+14,6.362102e+11,0.159392
439366.0320,3.971318e+14,3.977682e+14,6.363996e+11,0.159993
441017.7840,3.957555e+14,3.963921e+14,6.365801e+11,0.160594
442669.5360,3.943839e+14,3.950207e+14,6.367518e+11,0.161195
444321.2880,3.930171e+14,3.936540e+14,6.369146e+11,0.161796
445973.0400,3.916550e+14,3.922920e+14,6.370686e+11,0.162397
447624.7920,3.902976e+14,3.909348e+14,6.372140e+11,0.162997
449276.5440,3.889449e+14,3.895823e+14,6.373507e+11,0.163598
450928.2960,3.875970e+14,3.882344e+14,6.374788e+11,0.164199
452580.0480,3.862537e+14,3.868912e+14,6.375983e+11,0.164800
454231.8000,3.849150e+14,3.855527e+14,6.377095e+11,0.165401
455883.5520,3.835810e+14,3.842188e+14,6.378122e+11,0.166002
457535.3040,3.822516e+14,3.828895e+14,6.379065e+11,0.166603
459187.0560,3.809268e+14,3.815648e+14,6.379925e+11,0.167204
460838.8080,3.796066e+14,3.802447e+14,6.380703e+11,0.167805
462490.5600,3.782910e+14,3.789291e+14,6.381399e+11,0.168406
464142.3120,3.769799e+14,3.776181e+14,6.382014e+11,0.169007
465794.0640,3.756734e+14,3.763117e+14,6.382548e+11,0.169608
467445.8160,3.743714e+14,3.750097e+14,6.383001e+11,0.170209
469097.5680,3.730740e+14,3.737123e+14,6.383376e+11,0.170810
470749.3200,3.717810e+14,3.724194e+14,6.383670e+11,0.171411
472401.0720,3.704925e+14,3.711309e+14,6.383887e+11,0.172012
474052.8240,3.692085e+14,3.698469e+14,6.384025e+11,0.172613
475704.5760,3.679289e+14,3.685673e+14,6.384086e+11,0.173214
477356.3280,3.666538e+14,3.672922e+14,6.384070e+11,0.173814
479008.0800,3.653830e+14,3.660214e+14,6.383977e+11,0.174415
480659.8320,3.641167e+14,3.647551e+14,6.383808e+11,0.175016
482311.5840,3.628548e+14,3.634931e+14,6.383565e+11,0.175617
483963.3360,3.615972e+14,3.622355e+14,6.383246e+11,0.176218
485615.0880,3.603440e+14,3.609823e+14,6.382853e+11,0.176819
487266.8400,3.590952e+14,3.597334e+14,6.382386e+11,0.177420
488918.5920,3.578506e+14,3.584888e+14,6.381845e+11,0.178021
490570.3440,3.566104e+14,3.572485e+14,6.381232e+11,0.178622
492222.0960,3.553745e+14,3.560125e+14,6.380547e+11,0.179223
493873.8480,3.541429e+14,3.547808e+14,6.379790e+11,0.179823
495525.6000,3.529155e+14,3.535534e+14,6.378962e+11,0.180424
497177.3520,3.516924e+14,3.523302e+14,6.378063e+11,0.181025
498829.1040,3.504735e+14,3.511112e+14,6.377093e+11,0.181626
500480.8560,3.492589e+14,3.498965e+14,6.376054e+11,0.182227
502132.6080,3.480484e+14,3.486859e+14,6.374946e+11,0.182828
503784.3600,3.468422e+14,3.474796e+14,6.373769e+11,0.183429
505436.1120,3.456401e+14,3.462774e+14,6.372523e+11,0.184029
507087.8640,3.444422e+14,3.450793e+14,6.371210e+11,0.184630
508739.6160,3.432485e+14,3.438855e+14,6.369830e+11,0.185231
510391.3680,3.420589e+14,3.426957e+14,6.368382e+11,0.185832
512043.1200,3.408734e+14,3.415101e+14,6.366868e+11,0.186433
513694.8720,3.396920e+14,3.403285e+14,6.365289e+11,0.187034
515346.6240,3.385147e+14,3.391511e+14,6.363644e+11,0.187634
516998.3760,3.373415e+14,3.379777e+14,6.361934e+11,0.188235
518650.1280,3.361724e+14,3.368084e+14,6.360159e+11,0.188836
520301.8800,3.350073e+14,3.356431e+14,6.358321e+11,0.189437
521953.6320,3.338462e+14,3.344819e+14,6.356419e+11,0.190038
523605.3840,3.326892e+14,3.333247e+14,6.354454e+11,0.190639
525257.1360,3.315362e+14,3.321715e+14,6.352426e+11,0.191239
526908.8880,3.303872e+14,3.310222e+14,6.350337e+11,0.191840
528560.6400,3.292422e+14,3.298770e+14,6.348185e+11,0.192441
530212.3920,3.281011e+14,3.287357e+14,6.345973e+11,0.193042
531864.1440,3.269640e+14,3.275984e+14,6.343699e+11,0.193643
533515.8960,3.258308e+14,3.264649e+14,6.341365e+11,0.194243
535167.6480,3.247016e+14,3.253355e+14,6.338971e+11,0.194844
536819.4000,3.235762e+14,3.242099e+14,6.336518e+11,0.195445
538471.1520,3.224548e+14,3.230882e+14,6.334006e+11,0.196046
540122.9040,3.213373e+14,3.219704e+14,6.331435e+11,0.196646
541774.6560,3.202236e+14,3.208565e+14,6.328806e+11,0.197247
543426.4080,3.191138e+14,3.197464e+14,6.326120e+11,0.197848
545078.1600,3.180078e+14,3.186402e+14,6.323376e+11,0.198449
546729.9120,3.169057e+14,3.175377e+14,6.320575e+11,0.199050
548381.6640,3.158074e+14,3.164391e+14,6.317718e+11,0.199650
550033.4160,3.147129e+14,3.153444e+14,6.314804e+11,0.200251
551685.1680,3.136222e+14,3.142533e+14,6.311836e+11,0.200852
553336.9200,3.125352e+14,3.131661e+14,6.308812e+11,0.201453
554988.6720,3.114521e+14,3.120826e+14,6.305733e+11,0.202053
556640.4240,3.103727e+14,3.110029e+14,6.302600e+11,0.202654
558292.1760,3.092970e+14,3.099269e+14,6.299413e+11,0.203255
559943.9280,3.082250e+14,3.088547e+14,6.296173e+11,0.203856
561595.6800,3.071568e+14,3.077861e+14,6.292879e+11,0.204456
563247.4320,3.060923e+14,3.067212e+14,6.289533e+11,0.205057
564899.1840,3.050315e+14,3.056601e+14,6.286135e+11,0.205658
566550.9360,3.039743e+14,3.046026e+14,6.282684e+11,0.206258
568202.6880,3.029208e+14,3.035487e+14,6.279182e+11,0.206859
569854.4400,3.018710e+14,3.024985e+14,6.275629e+11,0.207460
571506.1920,3.008248e+14,3.014520e+14,6.272026e+11,0.208061
573157.9440,2.997822e+14,3.004090e+14,6.268372e+11,0.208661
574809.6960,2.987432e+14,2.993697e+14,6.264668e+11,0.209262
576461.4480,2.977078e+14,2.983339e+14,6.260915e+11,0.209863
578113.2000,2.966761e+14,2.973018e+14,6.257112e+11,0.210463
579764.9520,2.956479e+14,2.962732e+14,6.253261e+11,0.211064
581416.7040,2.946232e+14,2.952482e+14,6.249362e+11,0.211665
583068.4560,2.936021e+14,2.942267e+14,6.245414e+11,0.212265
584720.2080,2.925846e+14,2.932087e+14,6.241419e+11,0.212866
586371.9600,2.915706e+14,2.921943e+14,6.237377e+11,0.213467
588023.7120,2.905601e+14,2.911834e+14,6.233288e+11,0.214067
589675.4640,2.895531e+14,2.901760e+14,6.229152e+11,0.214668
591327.2160,2.885495e+14,2.891720e+14,6.224970e+11,0.215269
592978.9680,2.875495e+14,2.881716e+14,6.220743e+11,0.215869
594630.7200,2.865529e+14,2.871746e+14,6.216470e+11,0.216470
596282.4720,2.855598e+14,2.861810e+14,6.212152e+11,0.217071
597934.2240,2.845701e+14,2.851909e+14,6.207790e+11,0.217671
599585.9760,2.835839e+14,2.842042e+14,6.203383e+11,0.218272
601237.7280,2.826011e+14,2.832210e+14,6.198932e+11,0.218873
602889.4800,2.816217e+14,2.822411e+14,6.194438e+11,0.219473
604541.2320,2.806456e+14,2.812646e+14,6.189901e+11,0.220074
606192.9840,2.796730e+14,2.802915e+14,6.185321e+11,0.220675
607844.7360,2.787037e+14,2.793218e+14,6.180698e+11,0.221275
609496.4880,2.777378e+14,2.783554e+14,6.176033e+11,0.221876
611148.2400,2.767752e+14,2.773924e+14,6.171326e+11,0.222476
612799.9920,2.758160e+14,2.764327e+14,6.166578e+11,0.223077
614451.7440,2.748601e+14,2.754763e+14,6.161789e+11,0.223678
616103.4960,2.739075e+14,2.745232e+14,6.156959e+11,0.224278
617755.2480,2.729582e+14,2.735734e+14,6.152088e+11,0.224879
619407.0000,2.720122e+14,2.726269e+14,6.147178e+11,0.225479
621058.7520,2.710695e+14,2.716837e+14,6.142227e+11,0.226080
622710.5040,2.701300e+14,2.707438e+14,6.137238e+11,0.226681
624362.2560,2.691938e+14,2.698071e+14,6.132209e+11,0.227281
626014.0080,2.682609e+14,2.688736e+14,6.127141e+11,0.227882
627665.7600,2.673312e+14,2.679434e+14,6.122035e+11,0.228482
629317.5120,2.664047e+14,2.670164e+14,6.116891e+11,0.229083
630969.2640,2.654814e+14,2.660925e+14,6.111709e+11,0.229684
632621.0160,2.645613e+14,2.651719e+14,6.106490e+11,0.230284
634272.7680,2.636444e+14,2.642545e+14,6.101233e+11,0.230885
635924.5200,2.627307e+14,2.633403e+14,6.095940e+11,0.231485
637576.2720,2.618201e+14,2.624292e+14,6.090610e+11,0.232086
639228.0240,2.609127e+14,2.615212e+14,6.085244e+11,0.232686
640879.7760,2.600085e+14,2.606164e+14,6.079842e+11,0.233287
642531.5280,2.591073e+14,2.597148e+14,6.074404e+11,0.233888
644183.2800,2.582093e+14,2.588162e+14,6.068932e+11,0.234488
645835.0320,2.573145e+14,2.579208e+14,6.063424e+11,0.235089
647486.7840,2.564227e+14,2.570285e+14,6.057882e+11,0.235689
649138.5360,2.555340e+14,2.561392e+14,6.052305e+11,0.236290
650790.2880,2.546484e+14,2.552530e+14,6.046695e+11,0.236890
652442.0400,2.537658e+14,2.543699e+14,6.041050e+11,0.237491
654093.7920,2.528863e+14,2.534899e+14,6.035373e+11,0.238091
